130	h5nc	5C						
-	3	21	2	3	239	42	18784	0
-	3	21	2	7	906	238	-12275	0
-	3	21	2	2	944	280	-10063	0
-	3	21	3	2	732	33	14934	0
-	3	21	3	1	9	235	12271	0
-	3	21	3	1	949	274	-12597	0
#		Mission_22						
-	3	22	0	0	807	491	2	0
-	3	22	0	0	821	304	1	0
-	3	22	0	2	709	335	3	0
-	3	22	0	1	284	283	2	0
-	3	22	0	4	808	468	3	0
-	3	22	1	5	932	330	-8466	0
-	3	22	2	6	59	302	11545	0
-	3	22	2	2	745	60	14357	0
-	3	22	2	1	953	277	-10766	0
-	3	22	3	5	906	260	-7387	0
-	3	22	3	3	728	57	16334	0
-	3	22	3	8	6	203	9530	0
#		Mission_23						
-	3	23	0	2	138	534	1	0
-	3	23	0	1	823	402	3	0
-	3	23	0	4	155	332	1	0
-	3	23	1	9	945	243	-9028	0
-	3	23	2	9	430	40	14364	0
-	3	23	2	8	42	328	11635	0
-	3	23	2	0	695	21	13872	0
-	3	23	3	5	609	50	14860	0
-	3	23	3	0	321	26	18859	0
-	3	23	3	3	932	247	-6908	0
-	3	23	4	5	952	297	-11925	0
-	3	23	4	6	52	295	9073	0
-	3	23	4	0	951	280	-7506	0
#		Mission_24						
-	3	24	0	3	219	196	3	0
-	3	24	0	2	181	343	2	0
-	3	24	0	0	756	306	3	0
-	3	24	1	9	13	282	4714	0
-	3	24	2	0	912	223	-8230	0
-	3	24	2	5	538	17	19916	0
#		Mission_25						
-	3	25	0	8	241	457	2	0
-	3	25	0	1	730	152	1	0
-	3	25	0	2	148	232	1	0
-	3	25	1	2	926	216	-5016	0
-	3	25	1	1	918	259	-6995	0
-	3	25	1	6	202	19	18373	0
-	3	25	2	2	41	261	8815	0
-	3	25	2	2	945	221	-9794	0
#		Mission_26						
-	3	26	0	0	491	510	3	0
-	3	26	0	6	590	389	3	0
-	3	26	0	2	254	171	3	0
-	3	26	0	6	121	398	1	0
-	3	26	0	4	614	262	3	0
-	3	26	1	9	907	231	-9668	0
-	3	26	1	6	939	257	-5182	0
-	3	26	1	9	919	225	-8897	0
#		Mission_27						
-	3	27	0	4	742	143	1	0
-	3	27	0	3	346	217	2	0
-	3	27	0	9	417	384	3	0
-	3	27	1	3	938	256	-5458	0
-	3	27	1	2	43	266	5267	0
-	3	27	1	7	409	8	21309	0
#		Mission_28						
-	3	28	0	8	602	166	1	0
-	3	28	0	3	628	529	2	0
-	3	28	0	7	760	311	2	0
-	3	28	0	2	824	179	3	0
-	3	28	1	0	922	230	-6463	0
-	3	28	2	3	412	59	17305	0
-	3	28	2	4	914	248	-6231	0
-	3	28	3	2	50	319	12926	0
#		Mission_29						
-	3	29	0	9	683	169	3	0
-	3	29	0	7	130	320	1	0
-	3	29	0	0	527	497	3	0
-	3	29	0	3	719	357	3	0
-	3	29	1	9	57	249	8087	0
-	3	29	1	5	718	36	19662	0
-	3	29	2	9	472	46	17804	0
#		Mission_30						
-	3	30	0	9	709	457	3	0
-	3	30	0	1	572	343	1	0
-	3	30	0	6	464	241	3	0
-	3	30	0	7	808	413	3	0
-	3	30	1	6	912	267	-10998	0
-	3	30	2	0	939	336	-8804	0
-	3	30	3	3	911	222	-9982	0
-	3	30	3	4	34	219	7112	0
-	3	30	4	2	662	28	20325	0
-	3	30	4	0	34	271	5687	0
#		Mission_31						
-	3	31	0	5	599	277	2	0
-	3	31	0	9	666	251	3	0
-	3	31	0	0	274	342	1	0
-	3	31	1	4	42	306	7748	0
-	3	31	1	2	556	13	18405	0
-	3	31	2	3	37	237	8675	0
-	3	31	2	2	11	233	8596	0
-	3	31	2	5	38	235	4773	0
-	3	31	3	9	13	277	9265	0
-	3	31	4	3	10	249	7473	0
-	3	31	4	4	923	316	-10450	0
#		Mission_32						
-	3	32	0	4	607	466	3	0
-	3	32	0	5	652	235	1	0
-	3	32	0	7	242	126	1	0
-	3	32	1	5	927	236	-4927	0
-	3	32	1	3	25	274	4516	0
-	3	32	1	0	254	33	16375	0
-	3	32	2	7	37	216	5369	0
-	3	32	2	2	925	246	-6933	0
-	3	32	2	6	396	4	15528	0
-	3	32	3	0	20	294	11720	0
#		Mission_33						
-	3	33	0	8	294	328	2	0
-	3	33	0	3	710	150	2	0
-	3	33	0	2	260	425	2	0
-	3	33	1	9	42	305	5526	0
-	3	33	1	1	905	327	-11470	0
-	3	33	1	0	940	331	-6533	0
-	3	33	2	5	393	19	15335	0
-	3	33	3	4	282	47	20773	0
-	3	33	3	9	593	17	18772	0
-	3	33	4	2	952	254	-5746	0
-	3	33	4	1	942	272	-8211	0
#		Mission_34						
-	3	34	0	6	252	421	2	0
-	3	34	0	4	593	348	3	0
-	3	34	0	6	150	211	3	0
-	3	34	1	8	319	18	13764	0
-	3	34	1	4	305	23	18597	0
-	3	34	1	6	463	5	15417	0
-	3	34	2	3	939	324	-11190	0
-	3	34	2	1	60	329	9841	0
-	3	34	2	3	595	22	15897	0
-	3	34	3	6	924	231	-10528	0
#		Mission_35						
-	3	35	0	7	796	426	2	0
-	3	35	0	0	841	425	1	0
-	3	35	0	2	694	252	1	0
-	3	35	0	1	322	500	1	0
-	3	35	1	5	908	232	-7901	0
-	3	35	1	5	25	312	6447	0
-	3	35	2	1	27	205	8826	0
-	3	35	2	7	941	322	-7558	0
-	3	35	2	8	630	55	15624	0
-	3	35	3	9	7	315	7139	0
-	3	35	3	3	13	309	12134	0
-	3	35	3	3	737	49	15052	0
-	3	35	4	0	939	304	-12462	0
#		Mission_36						
-	3	36	0	7	659	513	2	0
-	3	36	0	1	682	115	3	0
-	3	36	1	2	32	328	10628	0
-	3	36	2	0	34	268	6228	0
-	3	36	2	1	551	30	14810	0
-	3	36	2	8	502	12	14429	0
-	3	36	3	9	912	259	-7160	0
-	3	36	3	2	532	49	16746	0
-	3	36	3	4	15	250	9149	0
#		Mission_37						
-	3	37	0	6	858	331	1	0
-	3	37	0	7	719	463	3	0
-	3	37	0	4	108	406	2	0
-	3	37	1	1	277	28	16834	0
-	3	37	1	8	374	23	15669	0
-	3	37	2	0	729	29	22371	0
-	3	37	2	3	945	244	-11385	0
#		Mission_38						
-	3	38	0	1	858	363	1	0
-	3	38	0	1	542	447	1	0
-	3	38	0	5	787	160	1	0
-	3	38	0	9	801	171	2	0
-	3	38	1	2	929	293	-5516	0
-	3	38	2	2	906	280	-9449	0
-	3	38	2	0	740	48	22488	0
-	3	38	2	1	35	320	12437	0
#		Mission_39						
-	3	39	0	4	591	284	3	0
-	3	39	0	2	825	101	2	0
-	3	39	0	2	196	378	1	0
-	3	39	1	9	939	258	-7807	0
-	3	39	2	8	31	278	7296	0
#		Mission_40						
-	3	40	0	3	705	482	3	0
-	3	40	0	3	562	238	2	0
-	3	40	0	3	468	272	1	0
-	3	40	0	1	682	122	2	0
-	3	40	0	8	695	141	2	0
-	3	40	1	1	951	238	-5344	0
-	3	40	2	4	942	244	-12247	0
-	3	40	3	7	27	283	13164	0
-	3	40	3	3	407	45	15671	0
-	3	40	3	7	243	55	13571	0
-	3	40	4	6	908	297	-6796	0
-	3	40	4	3	30	208	12773	0
-	3	40	4	0	28	260	10544	0
#		Mission_41						
-	3	41	0	1	110	171	2	0
-	3	41	0	6	208	511	1	0
-	3	41	1	4	747	58	20412	0
-	3	41	1	5	35	332	7737	0
-	3	41	2	7	702	8	17287	0
-	3	41	2	8	30	213	12886	0
-	3	41	2	7	532	31	18577	0
#		Mission_42						
-	3	42	0	4	351	291	3	0
-	3	42	0	8	309	357	3	0
-	3	42	0	9	847	266	1	0
-	3	42	1	5	31	247	6076	0
-	3	42	1	4	29	222	8282	0
-	3	42	2	8	609	23	15728	0
-	3	42	2	5	31	311	6366	0
#		Mission_43						
-	3	43	0	7	340	322	2	0
-	3	43	0	1	175	319	2	0
-	3	43	1	3	10	236	13399	0
-	3	43	1	3	917	311	-11480	0
-	3	43	1	3	29	260	11422	0
#		Mission_44						
-	3	44	0	1	312	193	3	0
-	3	44	0	2	722	391	1	0
-	3	44	0	2	162	520	1	0
-	3	44	0	5	114	252	1	0
-	3	44	0	1	603	308	1	0
-	3	44	1	0	315	43	15126	0
#		Mission_45						
-	3	45	0	7	146	363	3	0
-	3	45	0	5	596	476	2	0
-	3	45	1	8	49	240	8772	0
-	3	45	1	7	24	213	12892	0
-	3	45	2	5	23	326	9104	0
-	3	45	3	8	35	239	12238	0
-	3	45	3	9	20	240	9195	0
-	3	45	4	0	953	287	-10518	0
-	3	45	4	6	5	208	9525	0
-	3	45	4	6	59	271	11315	0
#		Mission_46						
-	3	46	0	1	681	161	1	0
-	3	46	0	2	814	206	3	0
-	3	46	0	1	518	386	2	0
-	3	46	0	7	647	222	3	0
-	3	46	1	0	934	262	-7832	0
-	3	46	2	1	39	290	11961	0
#		Mission_47						
-	3	47	0	7	764	200	3	0
-	3	47	0	4	182	531	2	0
-	3	47	0	3	461	499	2	0
-	3	47	0	1	468	244	2	0
-	3	47	0	2	321	358	1	0
-	3	47	1	6	694	14	21634	0
-	3	47	1	8	949	242	-11457	0
-	3	47	1	1	551	20	19228	0
-	3	47	2	4	935	236	-5305	0
-	3	47	2	8	57	273	10157	0
-	3	47	3	6	544	44	20825	0
-	3	47	3	6	24	241	7239	0
#		Mission_48						
-	3	48	0	5	385	509	1	0
-	3	48	0	3	514	533	2	0
-	3	48	0	8	335	250	3	0
-	3	48	0	3	353	439	1	0
-	3	48	0	1	172	256	1	0
-	3	48	1	4	56	246	9148	0
-	3	48	1	0	20	279	10470	0
#		World_04						
#		Mission_01						
-	4	1	0	3	140	156	2	0
-	4	1	0	7	557	423	3	0
-	4	1	1	4	939	230	-8790	0
-	4	1	1	4	454	57	20725	0
-	4	1	2	2	918	331	-11130	0
-	4	1	2	9	23	259	6799	0
-	4	1	2	2	938	322	-4877	0
-	4	1	3	8	14	225	6630	0
-	4	1	3	2	916	328	-10338	0
-	4	1	3	6	52	280	7986	0
#		Mission_02						
-	4	2	0	5	154	479	3	0
-	4	2	0	3	180	171	2	0
-	4	2	1	7	956	277	-11042	0
-	4	2	2	2	596	51	21861	0
-	4	2	3	5	20	239	13207	0
-	4	2	3	1	953	274	-13213	0
-	4	2	3	8	933	321	-8886	0
#		Mission_03						
-	4	3	0	1	476	206	3	0
-	4	3	0	0	852	248	1	0
-	4	3	1	0	927	278	-7547	0
-	4	3	1	9	32	286	12720	0
-	4	3	1	3	908	236	-8762	0
-	4	3	2	5	241	34	15541	0
-	4	3	2	8	12	258	12947	0
#		Mission_04						
-	4	4	0	8	478	356	2	0
-	4	4	0	9	713	314	3	0
-	4	4	0	2	284	353	2	0
-	4	4	0	7	221	268	3	0
-	4	4	0	4	653	129	2	0
-	4	4	1	1	39	296	9668	0
-	4	4	1	6	602	17	15805	0
-	4	4	2	7	923	266	-5819	0
-	4	4	2	9	40	231	7374	0
-	4	4	2	7	19	256	4868	0
#		Mission_05						
-	4	5	0	6	293	499	3	0
-	4	5	0	2	496	517	3	0
-	4	5	0	5	311	268	3	0
-	4	5	0	9	294	195	1	0
-	4	5	1	3	948	313	-11672	0
-	4	5	2	5	26	228	10421	0
-	4	5	3	5	940	226	-6553	0
-	4	5	3	8	29	213	7398	0
#		Mission_06						
-	4	6	0	2	857	115	2	0
-	4	6	0	4	280	259	2	0
-	4	6	0	9	268	121	1	0
-	4	6	0	8	306	466	1	0
-	4	6	0	1	317	460	3	0
-	4	6	1	8	314	58	18049	0
-	4	6	1	6	951	301	-8836	0
-	4	6	1	1	26	238	6095	0
#		Mission_07						
-	4	7	0	8	662	180	1	0
-	4	7	0	3	244	352	1	0
-	4	7	0	1	731	373	2	0
-	4	7	0	9	663	285	3	0
-	4	7	1	9	44	289	6168	0
-	4	7	2	1	918	285	-7963	0
#		Mission_08						
-	4	8	0	1	152	536	1	0
-	4	8	0	4	734	163	2	0
-	4	8	0	4	578	103	1	0
-	4	8	0	3	724	361	2	0
-	4	8	0	3	599	368	1	0
-	4	8	1	9	30	290	11705	0
-	4	8	1	4	909	256	-12916	0
-	4	8	1	2	13	296	10695	0
-	4	8	2	3	603	37	18334	0
#		Mission_09						
-	4	9	0	2	498	408	1	0
-	4	9	0	9	311	481	1	0
-	4	9	0	5	228	333	2	0
-	4	9	0	7	438	210	2	0
-	4	9	1	9	223	35	14099	0
-	4	9	1	0	511	33	14466	0
-	4	9	1	5	640	29	14773	0
#		Mission_10						
-	4	10	0	1	208	497	3	0
-	4	10	0	2	561	428	3	0
-	4	10	1	1	638	23	13780	0
-	4	10	2	4	908	331	-9283	0
-	4	10	3	1	532	56	16771	0
-	4	10	3	4	22	208	11603	0
-	4	10	3	7	250	21	13670	0
#		Mission_11						
-	4	11	0	2	595	245	2	0
-	4	11	0	7	116	279	3	0
-	4	11	0	2	835	428	1	0
-	4	11	0	1	246	285	1	0
-	4	11	0	6	149	425	3	0
-	4	11	1	8	57	203	9420	0
-	4	11	1	8	678	32	15942	0
-	4	11	2	8	932	287	-4985	0
-	4	11	2	9	919	203	-5329	0
-	4	11	3	7	643	17	14437	0
-	4	11	3	0	312	59	14694	0
-	4	11	3	0	34	205	8060	0
-	4	11	4	9	58	267	6150	0
#		Mission_12						
-	4	12	0	3	595	412	2	0
-	4	12	0	6	353	385	2	0
-	4	12	1	8	44	237	5126	0
-	4	12	1	5	931	259	-13417	0
-	4	12	1	5	723	37	18272	0
-	4	12	2	8	934	203	-8876	0
-	4	12	2	1	23	205	7812	0
#		Mission_13						
-	4	13	0	1	320	172	3	0
-	4	13	0	0	537	504	1	0
-	4	13	0	4	402	196	1	0
-	4	13	0	9	163	494	2	0
-	4	13	1	9	402	34	15670	0
-	4	13	1	4	305	48	18638	0
-	4	13	2	3	273	30	14579	0
-	4	13	2	4	5	219	9491	0
-	4	13	3	3	293	19	16954	0
-	4	13	3	3	21	297	12686	0
#		Mission_14						
-	4	14	0	3	277	369	2	0
-	4	14	0	4	225	136	2	0
-	4	14	0	0	391	161	3	0
-	4	14	1	2	523	13	18945	0
-	4	14	2	1	375	4	20827	0
-	4	14	2	4	947	317	-5308	0
-	4	14	3	2	15	251	10696	0
-	4	14	3	0	921	280	-4650	0
-	4	14	3	1	548	43	16107	0
-	4	14	4	2	956	208	-10937	0
-	4	14	4	1	651	4	21389	0
-	4	14	4	9	928	296	-8458	0
#		Mission_15						
-	4	15	0	9	491	414	1	0
-	4	15	0	8	630	153	2	0
-	4	15	0	1	188	529	2	0
-	4	15	1	1	5	273	12595	0
-	4	15	2	9	527	55	13515	0
-	4	15	2	1	910	205	-4572	0
-	4	15	2	3	42	310	5981	0
#		Mission_16						
-	4	16	0	4	402	237	2	0
-	4	16	0	0	618	374	3	0
-	4	16	0	4	605	283	3	0
-	4	16	0	8	566	527	2	0
-	4	16	0	8	293	349	1	0
-	4	16	1	7	928	232	-9604	0
-	4	16	1	0	342	7	18716	0
-	4	16	2	0	202	20	19603	0
-	4	16	2	4	39	279	13283	0
-	4	16	2	9	530	22	15954	0
-	4	16	3	5	740	56	17722	0
-	4	16	3	9	533	45	16752	0
#		Mission_17						
-	4	17	0	1	181	135	2	0
-	4	17	0	9	751	448	3	0
-	4	17	0	9	406	418	1	0
-	4	17	0	2	456	229	2	0
-	4	17	0	4	394	125	2	0
-	4	17	1	8	920	225	-10156	0
-	4	17	1	0	60	251	8951	0
-	4	17	1	9	929	325	-10161	0
#		Mission_18						
-	4	18	0	1	769	302	2	0
-	4	18	0	3	416	159	1	0
-	4	18	0	5	142	329	3	0
-	4	18	0	8	200	215	1	0
-	4	18	1	1	923	244	-7042	0
-	4	18	2	5	222	26	17393	0
-	4	18	2	3	592	28	18621	0
-	4	18	3	6	923	326	-11575	0
-	4	18	3	0	948	321	-13433	0
-	4	18	3	1	56	298	10438	0
-	4	18	4	1	19	224	13069	0
-	4	18	4	2	939	206	-5611	0
#		Mission_19						
-	4	19	0	0	369	176	1	0
-	4	19	0	3	231	248	1	0
-	4	19	1	9	677	38	18310	0
#		Mission_20						
-	4	20	0	2	254	344	1	0
-	4	20	0	8	236	274	3	0
-	4	20	0	2	407	185	2	0
-	4	20	1	1	928	316	-9116	0
#		Mission_21						
-	4	21	0	9	650	150	3	0
-	4	21	0	6	774	523	3	0
-	4	21	1	5	49	228	12517	0
-	4	21	1	0	934	336	-8853	0
-	4	21	1	6	730	35	17648	0
#		Mission_22						
-	4	22	0	6	256	539	3	0
-	4	22	0	2	227	360	2	0
-	4	22	0	0	843	212	3	0
-	4	22	0	6	141	276	2	0
-	4	22	1	3	929	305	-9855	0
-	4	22	2	7	667	27	21411	0
-	4	22	2	5	948	272	-10181	0
-	4	22	2	2	928	212	-5357	0
-	4	22	3	2	342	57	19456	0
-	4	22	3	4	47	329	9849	0
-	4	22	4	5	31	238	13436	0
#		Mission_23						
-	4	23	0	1	355	517	3	0
-	4	23	0	0	699	272	3	0
-	4	23	0	7	428	431	3	0
-	4	23	0	1	410	260	3	0
-	4	23	0	6	728	418	2	0
-	4	23	1	5	955	289	-7236	0
-	4	23	2	5	452	4	18495	0
-	4	23	2	4	640	51	22286	0
-	4	23	2	5	626	4	17655	0
-	4	23	3	2	50	327	8354	0
-	4	23	3	7	907	227	-7302	0
#		Mission_24						
-	4	24	0	2	503	434	2	0
-	4	24	0	5	767	529	2	0
-	4	24	0	0	656	348	3	0
-	4	24	0	8	339	510	2	0
-	4	24	1	6	284	56	21475	0
-	4	24	1	8	596	31	16862	0
-	4	24	1	7	945	267	-7303	0
-	4	24	2	9	926	309	-7412	0
-	4	24	3	8	11	267	7432	0
-	4	24	4	4	931	249	-8194	0
-	4	24	4	2	23	330	5067	0
#		Mission_25						
-	4	25	0	1	335	534	2	0
-	4	25	0	9	352	401	2	0
-	4	25	0	1	788	141	2	0
-	4	25	0	5	741	501	3	0
-	4	25	0	6	685	233	2	0
-	4	25	1	1	14	327	13327	0
-	4	25	1	6	53	337	4801	0
-	4	25	1	3	23	261	10485	0
-	4	25	2	7	923	241	-12857	0
-	4	25	2	0	331	8	13777	0
-	4	25	2	4	34	289	11607	0
-	4	25	3	7	427	30	19707	0
-	4	25	4	5	19	340	4551	0
-	4	25	4	3	931	314	-12993	0
-	4	25	4	6	15	332	12087	0
#		Mission_26						
-	4	26	0	2	504	432	3	0
-	4	26	0	6	471	525	1	0
-	4	26	0	4	850	527	3	0
-	4	26	0	9	408	405	3	0
-	4	26	1	4	42	219	5429	0
-	4	26	1	9	628	9	20073	0
#		Mission_27						
-	4	27	0	4	389	358	2	0
-	4	27	0	6	850	335	1	0
-	4	27	1	7	31	295	8720	0
-	4	27	1	1	30	274	7661	0
-	4	27	1	4	21	277	5032	0
-	4	27	2	2	942	323	-10167	0
-	4	27	3	3	922	266	-9517	0
-	4	27	4	9	952	257	-6802	0
-	4	27	4	8	905	278	-10469	0
-	4	27	4	5	11	317	10411	0
#		Mission_28						
-	4	28	0	6	743	279	1	0
-	4	28	0	5	754	525	2	0
-	4	28	0	7	578	240	1	0
-	4	28	1	0	428	10	19337	0
-	4	28	2	6	920	214	-8811	0
-	4	28	2	8	937	228	-13203	0
-	4	28	2	4	934	227	-7820	0
-	4	28	3	1	901	240	-7209	0
-	4	28	3	8	322	37	17940	0
-	4	28	3	1	51	316	8976	0
-	4	28	4	7	919	237	-4615	0
-	4	28	4	1	705	17	15024	0
#		Mission_29						
-	4	29	0	9	195	275	2	0
-	4	29	0	9	263	267	1	0
-	4	29	0	5	422	246	2	0
-	4	29	0	5	238	247	2	0
-	4	29	0	7	427	449	3	0
-	4	29	1	9	20	280	10927	0
-	4	29	1	8	670	29	14561	0
-	4	29	1	7	702	43	14532	0
-	4	29	2	4	920	279	-5135	0
-	4	29	3	9	923	326	-13214	0
#		Mission_30						
-	4	30	0	7	333	314	1	0
-	4	30	0	2	272	538	3	0
-	4	30	1	0	929	265	-9911	0
#		Mission_31						
-	4	31	0	5	627	294	3	0
-	4	31	0	9	351	420	2	0
-	4	31	0	2	155	341	2	0
-	4	31	0	7	781	112	2	0
-	4	31	1	9	923	276	-10550	0
-	4	31	1	7	580	59	17382	0
#		Mission_32						
-	4	32	0	4	552	216	1	0
-	4	32	0	6	474	198	1	0
-	4	32	0	9	148	416	1	0
-	4	32	1	1	34	251	10716	0
-	4	32	1	9	726	30	18211	0
-	4	32	2	8	952	290	-9770	0
-	4	32	2	1	363	12	14046	0
-	4	32	3	4	953	335	-6458	0
-	4	32	3	2	376	31	22399	0
-	4	32	4	4	59	298	9949	0
#		Mission_33						
-	4	33	0	9	277	348	1	0
-	4	33	0	4	241	200	3	0
-	4	33	0	0	678	521	2	0
-	4	33	1	5	909	322	-10149	0
-	4	33	1	5	252	49	19540	0
-	4	33	2	6	463	44	17334	0
-	4	33	3	1	677	8	22096	0
-	4	33	3	9	922	321	-5402	0
-	4	33	3	1	266	54	16553	0
#		Mission_34						
-	4	34	0	6	341	374	3	0
-	4	34	0	5	799	283	1	0
-	4	34	1	7	296	13	20514	0
-	4	34	1	6	11	276	13015	0
-	4	34	1	5	378	8	13840	0
-	4	34	2	7	943	327	-9154	0
-	4	34	3	6	937	323	-11158	0
#		Mission_35						
-	4	35	0	6	629	307	1	0
-	4	35	0	5	783	443	3	0
-	4	35	0	4	665	511	2	0
-	4	35	1	7	923	267	-7375	0
-	4	35	1	6	669	40	16297	0
-	4	35	2	4	685	11	14457	0
-	4	35	2	2	647	55	15804	0
-	4	35	2	1	689	49	13830	0
-	4	35	3	2	492	44	14870	0
-	4	35	3	7	43	264	7717	0
-	4	35	4	0	951	221	-6759	0
-	4	35	4	3	946	230	-8969	0
#		Mission_36						
-	4	36	0	9	193	374	2	0
-	4	36	0	2	738	154	2	0
-	4	36	0	1	647	164	1	0
-	4	36	1	1	35	255	8439	0
-	4	36	1	6	929	233	-7648	0
-	4	36	2	7	33	309	6262	0
-	4	36	2	3	60	300	12577	0
-	4	36	3	6	26	279	10772	0
-	4	36	3	4	918	212	-11368	0
-	4	36	3	2	479	21	17153	0
#		Mission_37						
-	4	37	0	3	824	483	1	0
-	4	37	0	7	431	317	1	0
-	4	37	0	8	798	192	1	0
-	4	37	1	3	12	282	8618	0
-	4	37	2	3	27	206	8998	0
-	4	37	2	3	32	275	9191	0
-	4	37	2	4	27	210	8639	0
-	4	37	3	0	46	215	6715	0
-	4	37	3	8	47	208	11591	0
-	4	37	4	2	949	273	-10214	0
-	4	37	4	8	440	48	16065	0
-	4	37	4	9	40	289	11903	0
#		Mission_38						
-	4	38	0	5	447	303	3	0
-	4	38	0	5	760	519	2	0
-	4	38	0	3	482	523	3	0
-	4	38	1	1	953	236	-8092	0
-	4	38	1	2	926	203	-7216	0
#		Mission_39						
-	4	39	0	0	601	250	2	0
-	4	39	0	4	700	251	3	0
-	4	39	0	8	170	448	2	0
-	4	39	0	8	610	225	3	0
-	4	39	1	4	40	280	10723	0
-	4	39	2	8	903	213	-9834	0
-	4	39	2	6	57	300	7541	0
#		Mission_40						
-	4	40	0	6	468	335	3	0
-	4	40	0	2	286	177	2	0
-	4	40	0	7	552	463	2	0
-	4	40	0	6	428	345	2	0
-	4	40	0	5	597	124	1	0
-	4	40	1	1	917	293	-9375	0
-	4	40	1	5	913	310	-10818	0
#		Mission_41						
-	4	41	0	0	167	245	1	0
-	4	41	0	0	707	186	3	0
-	4	41	0	5	332	413	1	0
-	4	41	1	2	933	295	-13451	0
-	4	41	1	4	924	330	-12902	0
-	4	41	2	1	919	247	-4980	0
-	4	41	2	0	8	290	9291	0
-	4	41	2	0	915	244	-13149	0
#		Mission_42						
-	4	42	0	1	297	309	1	0
-	4	42	0	0	786	142	2	0
-	4	42	0	7	145	392	1	0
-	4	42	0	6	436	337	2	0
-	4	42	0	8	348	399	2	0
-	4	42	1	1	919	218	-8090	0
-	4	42	1	7	942	231	-11446	0
-	4	42	2	4	923	281	-12389	0
-	4	42	2	0	909	220	-6277	0
-	4	42	2	1	904	276	-8167	0
-	4	42	3	1	919	269	-9595	0
-	4	42	3	8	906	264	-8940	0
-	4	42	3	3	911	214	-6875	0
-	4	42	4	8	926	252	-9662	0
-	4	42	4	5	220	55	17944	0
#		Mission_43						
-	4	43	0	0	568	486	2	0
-	4	43	0	5	702	211	1	0
-	4	43	0	8	779	226	3	0
-	4	43	0	6	162	326	2	0
-	4	43	1	2	905	256	-8546	0
-	4	43	1	0	217	34	19487	0
-	4	43	2	6	579	27	22151	0
-	4	43	2	4	903	279	-13355	0
-	4	43	3	4	9	209	11617	0
#		Mission_44						
-	4	44	0	1	570	236	1	0
-	4	44	0	9	725	451	1	0
-	4	44	0	7	557	168	2	0
-	4	44	0	9	805	151	3	0
-	4	44	0	9	348	305	3	0
-	4	44	1	8	4	316	13139	0
#		Mission_45						
-	4	45	0	0	227	301	3	0
-	4	45	0	4	341	485	2	0
-	4	45	0	9	170	409	1	0
-	4	45	0	4	586	191	2	0
-	4	45	0	1	543	226	1	0
-	4	45	1	0	953	331	-10970	0
-	4	45	1	5	266	57	14892	0
#		Mission_46						
-	4	46	0	1	276	313	3	0
-	4	46	0	4	549	246	1	0
-	4	46	1	2	529	59	13775	0
-	4	46	2	2	52	311	9645	0
-	4	46	2	5	714	55	16217	0
-	4	46	3	0	937	331	-11782	0
-	4	46	3	1	900	229	-9181	0
-	4	46	3	3	947	307	-11362	0
#		Mission_47						
-	4	47	0	2	684	469	3	0
-	4	47	0	1	646	118	1	0
-	4	47	1	8	756	56	16161	0
-	4	47	1	2	54	260	12739	0
-	4	47	1	6	565	24	16180	0
-	4	47	2	4	433	24	19900	0
-	4	47	2	3	940	211	-7040	0
-	4	47	3	8	630	12	20246	0
-	4	47	3	6	926	226	-12128	0
-	4	47	3	4	559	6	15199	0
#		Mission_48						
-	4	48	0	0	541	327	3	0
-	4	48	0	1	592	269	2	0
-	4	48	0	1	770	394	1	0
-	4	48	1	2	917	294	-7342	0
-	4	48	2	1	395	52	21869	0
-	4	48	3	4	951	288	-12327	0
-	4	48	4	5	925	271	-5962	0
-	4	48	4	6	55	318	9089	0
#		World_05						
#		Mission_01						
-	5	1	0	4	446	160	3	0
-	5	1	0	9	537	286	3	0
-	5	1	0	1	152	494	1	0
-	5	1	0	3	171	302	2	0
-	5	1	1	1	670	48	20808	0
-	5	1	1	9	51	252	6136	0
-	5	1	1	8	56	237	8397	0
#		Mission_02						
-	5	2	0	6	650	392	2	0
-	5	2	0	2	853	284	3	0
-	5	2	0	7	499	526	2	0
-	5	2	1	8	900	267	-11740	0
-	5	2	1	3	924	217	-11837	0
-	5	2	1	0	731	19	14350	0
-	5	2	2	0	25	330	11403	0
-	5	2	2	2	901	241	-13091	0
-	5	2	3	0	315	23	20082	0
-	5	2	3	5	932	288	-10101	0
-	5	2	4	3	952	270	-6978	0
-	5	2	4	2	932	207	-7327	0
#		Mission_03						
-	5	3	0	3	834	512	3	0
-	5	3	0	9	142	241	2	0
-	5	3	1	2	913	225	-10289	0
-	5	3	1	4	8	324	8603	0
-	5	3	2	3	617	36	14822	0
-	5	3	2	1	333	58	17810	0
-	5	3	2	8	52	263	6369	0
-	5	3	3	3	49	303	9770	0
-	5	3	3	3	10	260	5737	0
-	5	3	3	5	938	216	-6668	0
#		Mission_04						
-	5	4	0	2	543	428	1	0
-	5	4	0	5	403	214	1	0
-	5	4	0	6	307	388	2	0
-	5	4	0	4	351	353	3	0
-	5	4	1	5	603	59	18666	0
-	5	4	2	2	924	328	-8320	0
-	5	4	2	1	453	38	14929	0
-	5	4	3	5	50	304	11979	0
-	5	4	3	2	51	292	4822	0
#		Mission_05						
-	5	5	0	0	768	452	3	0
-	5	5	0	5	200	469	3	0
-	5	5	1	9	17	316	7855	0
-	5	5	1	9	42	322	12305	0
-	5	5	1	6	918	284	-7820	0
-	5	5	2	6	442	29	18276	0
-	5	5	2	4	934	270	-8321	0
-	5	5	2	6	23	209	12034	0
